,OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length,Area,PopPerKmSquared,CaseDensity
14,15,15,Louth,128884,2020-02-27 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,2386326963.30518,352203.517153586,826,156.03389830508473,0.0
15,16,16,Mayo,130507,2020-02-27 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,0.0
16,17,17,Meath,195044,2020-02-27 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,6658570745.56543,554844.750540487,2342,83.28095644748079,0.0
17,18,18,Monaghan,61386,2020-02-27 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,3768943156.93945,392803.047266063,1295,47.4023166023166,0.0
18,19,19,Offaly,77961,2020-02-27 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,5558826350.06201,561440.378583655,2001,38.96101949025487,0.0
19,20,20,Roscommon,64544,2020-02-27 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,7278743875.741209,622494.154575241,2548,25.331240188383045,0.0
20,21,21,Sligo,65535,2020-02-27 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,0.0
21,22,22,Tipperary,159553,2020-02-27 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,11551196729.2788,781276.579658177,4305,37.06225319396051,0.0
22,23,23,Waterford,116176,2020-02-27 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,4848379554.98291,643184.903993029,1857,62.56112008616047,0.0
23,24,24,Westmeath,88770,2020-02-27 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,0.0
24,25,25,Wexford,149722,2020-02-27 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,0.0
25,26,26,Wicklow,142425,2020-02-27 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,0.0
26,27,1,Carlow,56932,2020-03-01 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,2432351721.0869102,319348.572538664,897,63.46934225195095,0.0
27,28,2,Cavan,76176,2020-03-01 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,5575009910.82324,515954.496459225,1932,39.42857142857143,0.0
28,29,3,Clare,118817,2020-03-01 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,0.0
29,30,4,Cork,542868,2020-03-01 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,19529490885.5488,2129949.40863365,7500,72.3824,0.0
30,31,5,Donegal,159192,2020-03-01 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,0.0
31,32,6,Dublin,1347359,2020-03-01 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,2612632654.59473,449433.53182733,922,1461.3438177874186,0.0
32,33,7,Galway,258058,2020-03-01 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,0.0
33,34,8,Kerry,147707,2020-03-01 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,0.0
34,35,9,Kildare,222504,2020-03-01 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,4726063621.61621,422182.036778848,1695,131.270796460177,0.0
35,36,10,Kilkenny,99232,2020-03-01 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,0.0
36,37,11,Laois,84697,2020-03-01 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,4731211499.44824,398512.462211564,1720,49.242441860465114,0.0
37,38,12,Leitrim,32044,2020-03-01 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,0.0
38,39,13,Limerick,194899,2020-03-01 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,0.0
39,40,14,Longford,40873,2020-03-01 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,3097977868.80127,315245.172822004,1091,37.46379468377635,0.0
40,41,15,Louth,128884,2020-03-01 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,2386326963.30518,352203.517153586,826,156.03389830508473,0.0
41,42,16,Mayo,130507,2020-03-01 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,0.0
42,43,17,Meath,195044,2020-03-01 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,6658570745.56543,554844.750540487,2342,83.28095644748079,0.0
43,44,18,Monaghan,61386,2020-03-01 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,3768943156.93945,392803.047266063,1295,47.4023166023166,0.0
44,45,19,Offaly,77961,2020-03-01 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,5558826350.06201,561440.378583655,2001,38.96101949025487,0.0
45,46,20,Roscommon,64544,2020-03-01 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,7278743875.741209,622494.154575241,2548,25.331240188383045,0.0
46,47,21,Sligo,65535,2020-03-01 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,0.0
47,48,22,Tipperary,159553,2020-03-01 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,11551196729.2788,781276.579658177,4305,37.06225319396051,0.0
48,49,23,Waterford,116176,2020-03-01 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,4848379554.98291,643184.903993029,1857,62.56112008616047,0.0
49,50,24,Westmeath,88770,2020-03-01 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,0.0
50,51,25,Wexford,149722,2020-03-01 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,0.0
51,52,26,Wicklow,142425,2020-03-01 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,0.0
52,53,1,Carlow,56932,2020-03-02 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,2432351721.0869102,319348.572538664,897,63.46934225195095,0.0
53,54,2,Cavan,76176,2020-03-02 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,5575009910.82324,515954.496459225,1932,39.42857142857143,0.0
54,55,3,Clare,118817,2020-03-02 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,0.0
55,56,4,Cork,542868,2020-03-02 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,19529490885.5488,2129949.40863365,7500,72.3824,0.0
56,57,5,Donegal,159192,2020-03-02 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,0.0
57,58,6,Dublin,1347359,2020-03-02 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,2612632654.59473,449433.53182733,922,1461.3438177874186,0.0
58,59,7,Galway,258058,2020-03-02 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,0.0
59,60,8,Kerry,147707,2020-03-02 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,0.0
60,61,9,Kildare,222504,2020-03-02 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,4726063621.61621,422182.036778848,1695,131.270796460177,0.0
61,62,10,Kilkenny,99232,2020-03-02 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,0.0
62,63,11,Laois,84697,2020-03-02 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,4731211499.44824,398512.462211564,1720,49.242441860465114,0.0
63,64,12,Leitrim,32044,2020-03-02 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,0.0
64,65,13,Limerick,194899,2020-03-02 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,0.0
65,66,14,Longford,40873,2020-03-02 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,3097977868.80127,315245.172822004,1091,37.46379468377635,0.0
66,67,15,Louth,128884,2020-03-02 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,2386326963.30518,352203.517153586,826,156.03389830508473,0.0
67,68,16,Mayo,130507,2020-03-02 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,0.0
68,69,17,Meath,195044,2020-03-02 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,6658570745.56543,554844.750540487,2342,83.28095644748079,0.0
69,70,18,Monaghan,61386,2020-03-02 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,3768943156.93945,392803.047266063,1295,47.4023166023166,0.0
70,71,19,Offaly,77961,2020-03-02 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,5558826350.06201,561440.378583655,2001,38.96101949025487,0.0
71,72,20,Roscommon,64544,2020-03-02 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,7278743875.741209,622494.154575241,2548,25.331240188383045,0.0
72,73,21,Sligo,65535,2020-03-02 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,0.0
73,74,22,Tipperary,159553,2020-03-02 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,11551196729.2788,781276.579658177,4305,37.06225319396051,0.0
74,75,23,Waterford,116176,2020-03-02 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,4848379554.98291,643184.903993029,1857,62.56112008616047,0.0
75,76,24,Westmeath,88770,2020-03-02 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,0.0
76,77,25,Wexford,149722,2020-03-02 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,0.0
77,78,26,Wicklow,142425,2020-03-02 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,0.0
78,79,1,Carlow,56932,2020-03-03 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,2432351721.0869102,319348.572538664,897,63.46934225195095,0.0
79,80,2,Cavan,76176,2020-03-03 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,5575009910.82324,515954.496459225,1932,39.42857142857143,0.0
80,81,3,Clare,118817,2020-03-03 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,0.0
81,82,4,Cork,542868,2020-03-03 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,19529490885.5488,2129949.40863365,7500,72.3824,0.0
82,83,5,Donegal,159192,2020-03-03 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,0.0
83,84,6,Dublin,1347359,2020-03-03 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,2612632654.59473,449433.53182733,922,1461.3438177874186,0.0
84,85,7,Galway,258058,2020-03-03 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,0.0
85,86,8,Kerry,147707,2020-03-03 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,0.0
86,87,9,Kildare,222504,2020-03-03 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,4726063621.61621,422182.036778848,1695,131.270796460177,0.0
87,88,10,Kilkenny,99232,2020-03-03 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,0.0
88,89,11,Laois,84697,2020-03-03 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,4731211499.44824,398512.462211564,1720,49.242441860465114,0.0
89,90,12,Leitrim,32044,2020-03-03 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,0.0
90,91,13,Limerick,194899,2020-03-03 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,0.0
91,92,14,Longford,40873,2020-03-03 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,3097977868.80127,315245.172822004,1091,37.46379468377635,0.0
92,93,15,Louth,128884,2020-03-03 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,2386326963.30518,352203.517153586,826,156.03389830508473,0.0
93,94,16,Mayo,130507,2020-03-03 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,0.0
94,95,17,Meath,195044,2020-03-03 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,6658570745.56543,554844.750540487,2342,83.28095644748079,0.0
95,96,18,Monaghan,61386,2020-03-03 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,3768943156.93945,392803.047266063,1295,47.4023166023166,0.0
96,97,19,Offaly,77961,2020-03-03 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,5558826350.06201,561440.378583655,2001,38.96101949025487,0.0
97,98,20,Roscommon,64544,2020-03-03 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,7278743875.741209,622494.154575241,2548,25.331240188383045,0.0
98,99,21,Sligo,65535,2020-03-03 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,0.0
99,100,22,Tipperary,159553,2020-03-03 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,11551196729.2788,781276.579658177,4305,37.06225319396051,0.0
100,101,23,Waterford,116176,2020-03-03 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,4848379554.98291,643184.903993029,1857,62.56112008616047,0.0
101,102,24,Westmeath,88770,2020-03-03 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,0.0
102,103,25,Wexford,149722,2020-03-03 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,0.0
103,104,26,Wicklow,142425,2020-03-03 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,0.0
104,105,1,Carlow,56932,2020-03-04 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,2432351721.0869102,319348.572538664,897,63.46934225195095,0.0
105,106,2,Cavan,76176,2020-03-04 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,5575009910.82324,515954.496459225,1932,39.42857142857143,0.0
106,107,3,Clare,118817,2020-03-04 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,0.0
107,108,4,Cork,542868,2020-03-04 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,19529490885.5488,2129949.40863365,7500,72.3824,0.0
108,109,5,Donegal,159192,2020-03-04 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,0.0
109,110,6,Dublin,1347359,2020-03-04 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,2612632654.59473,449433.53182733,922,1461.3438177874186,0.0
110,111,7,Galway,258058,2020-03-04 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,0.0
111,112,8,Kerry,147707,2020-03-04 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,0.0
112,113,9,Kildare,222504,2020-03-04 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,4726063621.61621,422182.036778848,1695,131.270796460177,0.0
